AGE,MARITAL_STATUS,HEALTH,MOVED_HOUSE,SEXUAL_ATTRACTION,SEXUAL_IDENTITY,DIFFICULTY,EDUCATION,WORK_SITUATION,EMPLOYMENT_STATUS,NUMBER_JOBS,INCOME,SMOKED_100_CIG,ALCOHOL_30_DAYS,SMOKED_AGE,MARIJUANA,ALCOHOL_NUMBER,COCAINE,CRACK,MARIJUANA,HEROINE,METH,PAIN_RELIEVER,TRANQUILISER,STIMULANTS,SEDATIVES,HALLUCIOGENS,INHALENTS,MENTAL_ILLNESS
1.0,-0.5813737407956815,0.05822632342588298,-0.254554564303351,0.0014394086993032035,0.0004838978923289335,0.10130637310506266,0.21551157488731973,-0.18393645232754655,-0.24085157061700913,-0.24339082170989898,0.5731638239078674,-0.2107735539206222,-0.10493980489270999,-0.2097204172688634,0.09485597308017912,-0.08654066246935221,-0.12341864932021095,-0.07459555825874924,-0.024757807542935,-0.03025521138340735,-0.09737738284107816,-0.20199744868690128,-0.15296249836054834,0.04412028651846303,-0.13424394115510965,0.0636359666745386,0.038372187900098394,-0.17338885356622483
-0.5813737407956815,1.0,0.004543753802210875,0.20358138999861378,0.013966913978430494,0.0052740161508135226,-0.09073631483980968,-0.1475767769109209,0.12607736419375376,0.1592922017864473,0.19861982527064004,-0.43578086829217205,0.13625543142646163,0.02983965434081202,0.13575879804307084,-0.06538808950998162,0.019353662163352242,0.01988276732020791,0.016796883410894813,-0.046457090977030026,-0.009762895297936445,0.032750276082172874,0.15156360817764455,0.07947248693612131,-0.06858383342227957,0.07307621293957889,0.01966593940034728,-0.005375444601703804,0.14482237628484668
0.05822632342588298,0.004543753802210875,1.0,0.003733531173671311,0.011497363839753002,0.01747937035104074,-0.09887606481578148,-0.13801758733633926,0.029035760140017113,0.026084885748046037,-0.0033003520612092784,-0.0620046588296512,-0.0342774673464738,0.04924254261845806,-0.03403079774133177,0.00479978267142421,0.0460847442624644,-0.021738930287371106,-0.03343143437930071,-0.020103361705123588,-0.025856662547438212,-0.03541483914574791,-0.037541401132966126,-0.05851895135683532,-0.018428982948078685,-0.04624135993290324,0.017903278227313954,0.024106608963094217,0.09929274061073316
-0.254554564303351,0.20358138999861378,0.003733531173671311,1.0,0.0014233532209577478,0.004981440836056405,-0.0714660780563068,-0.05892514853768705,0.09200905072515632,0.09878417500418189,0.2119254883922406,-0.20787427554944293,0.04634117822771252,0.019678885242210023,0.04608232371329949,-0.02979634626604169,0.016647466172653592,0.006287315942036016,0.005476710590181784,-0.027691723896357413,-0.009059745250089655,0.0059261622077942215,0.04643367234133785,0.02657025367281921,-0.04318884016488307,0.02220823705506224,0.012330425107839162,-0.000961333897383365,0.10540073618304875
0.0014394086993032035,0.013966913978430494,0.011497363839753002,0.0014233532209577478,1.0,0.5127234747758932,-0.013380818312325298,-0.009461837981673368,0.010982964073350948,0.009307433299586923,0.001023711291601829,-0.014629185042042045,0.020034778697503784,0.022659923475291527,0.02009070979569548,-0.010949637183441552,0.020780739126594006,0.008205192780978799,0.002783893224685519,0.021173111854746525,0.0019592703037710968,0.007400763336701678,0.018083565820213712,0.005872662141707012,0.0052928701661354985,0.0010183538971589344,-0.006107147717382931,0.00456109033521988,0.010133162678158452
0.0004838978923289335,0.0052740161508135226,0.01747937035104074,0.004981440836056405,0.5127234747758932,1.0,-0.012335180174345544,-0.051185735213072604,0.029244235306644245,0.02475817478524161,0.010712359777775047,-0.03312432662000699,0.04017196866063665,0.051109507187505406,0.04021188611142092,-0.023452478608584498,0.04883598263397939,0.018050215907364442,0.008471576126310412,0.04613264754913419,0.006260450926951524,0.01112362156740174,0.035281290473940026,0.015324069392911319,0.014968515267646266,0.01114641240788945,-0.017365679337220257,-0.0054291189401333454,0.0122657508466638
0.10130637310506266,-0.09073631483980968,-0.09887606481578148,-0.0714660780563068,-0.013380818312325298,-0.012335180174345544,1.0,0.05147062758623301,-0.05226089564135462,-0.07017868506632924,-0.07078986163097895,0.11694110147674179,0.014138975980198922,-0.026334585656211777,0.014212795631630476,0.0019584815995074044,-0.02463517691917092,0.029400577939511303,0.029170343210135667,0.055606652803748303,0.02497799885351124,0.035016991450479464,0.03372696448319956,0.10285398992864897,0.15063621257345752,0.08820554683447425,-0.044779849818046974,-0.05991930964412252,-0.3155712544990612
0.21551157488731973,-0.1475767769109209,-0.13801758733633926,-0.05892514853768705,-0.009461837981673368,-0.051185735213072604,0.05147062758623301,1.0,-0.1638613030044592,-0.1651842221414747,-0.046800832039159704,0.3869999106088132,-0.08583277979315482,-0.22419877107312236,-0.08607959077103215,0.057930442577713306,-0.21073585455835275,-0.023586966527267394,0.032153242571910885,-0.09441304801333336,0.018763470419411937,0.02585340195315276,-0.18958990147183707,-0.10904711966119471,-0.07214997933945647,-0.09491464949372698,0.062322997791497955,0.046847286596892,-0.050784801757379865
-0.18393645232754655,0.12607736419375376,0.029035760140017113,0.09200905072515632,0.010982964073350948,0.029244235306644245,-0.05226089564135462,-0.1638613030044592,1.0,0.9177893860339306,0.0166100581247892,-0.32503760999741205,0.09011574796751762,0.11530650979152396,0.090085841514739,-0.04575506465991856,0.10924272204156746,0.037365976915386186,0.011314318294124522,0.05977489324515858,-0.0006276680354418364,0.017137715635375413,0.06860828423661218,0.02134273858443104,0.008361915884790868,0.020241991653233517,-0.04101258155030501,-0.031249338165555956,0.0533505479024429
-0.24085157061700913,0.1592922017864473,0.026084885748046037,0.09878417500418189,0.009307433299586923,0.02475817478524161,-0.07017868506632924,-0.1651842221414747,0.9177893860339306,1.0,0.041932659417486653,-0.4069460263642416,0.10145878662675419,0.12488809087989247,0.10136170158313974,-0.050732737159517594,0.11746389865106915,0.044564469374602816,0.01633434302244597,0.058015757783042056,0.0008844168521715946,0.02035988236478351,0.06960950730965097,0.01770353193426913,0.00011112148225083912,0.018595749117712498,-0.0424138308518617,-0.029673974874822522,0.07199600836920457
